id|city|date|actual_mean_temp|actual_min_temp|actual_max_temp|average_min_temp|average_max_temp|record_min_temp|record_max_temp|record_min_temp_year|record_max_temp_year|actual_precipitation|average_precipitation|record_precipitation|reserved1|reserved2|reserved
244|PHX|2015-3-1|69|61|77|51|73|31|89|1964|1986|0.00|0.04|0.94|reserved1|reserved2|reserved
245|PHX|2015-3-2|59|52|66|51|74|30|90|1971|1921|0.23|0.04|0.74|reserved1|reserved2|reserved
246|PHX|2015-3-3|56|47|65|51|74|28|91|1966|1921|0.07|0.04|1.98|reserved1|reserved2|reserved
247|PHX|2015-3-4|59|47|70|52|74|25|88|1966|1972|0.00|0.04|1.16|reserved1|reserved2|reserved
248|PHX|2015-3-5|61|46|75|52|74|31|93|1966|1972|0.00|0.03|0.97|reserved1|reserved2|reserved
249|PHX|2015-3-6|67|51|83|52|74|34|92|1967|1972|0.00|0.04|1.53|reserved1|reserved2|reserved
250|PHX|2015-3-7|69|55|83|52|75|34|91|1931|1972|0.00|0.04|0.71|reserved1|reserved2|reserved
251|PHX|2015-3-8|69|55|83|52|75|32|92|1969|1989|0.00|0.03|0.84|reserved1|reserved2|reserved
252|PHX|2015-3-9|70|56|84|52|75|29|94|1964|1972|0.00|0.04|0.98|reserved1|reserved2|reserved
253|PHX|2015-3-10|73|58|87|53|75|34|95|1964|1972|0.00|0.04|0.52|reserved1|reserved2|reserved
254|PHX|2015-3-11|73|59|87|53|76|33|94|1899|1900|0.00|0.03|1.40|reserved1|reserved2|reserved
255|PHX|2015-3-12|77|68|86|53|76|34|94|1909|1900|0.00|0.04|1.10|reserved1|reserved2|reserved
256|PHX|2015-3-13|74|60|88|53|76|32|92|1954|1972|0.00|0.04|0.51|reserved1|reserved2|reserved
257|PHX|2015-3-14|76|63|88|53|76|33|95|1969|2013|0.00|0.03|1.07|reserved1|reserved2|reserved
258|PHX|2015-3-15|76|63|89|53|77|31|92|1962|2007|0.00|0.04|0.79|reserved1|reserved2|reserved
259|PHX|2015-3-16|78|65|90|54|77|34|99|1917|2007|0.00|0.04|1.14|reserved1|reserved2|reserved
260|PHX|2015-3-17|78|64|91|54|77|31|99|1917|2007|0.00|0.03|0.54|reserved1|reserved2|reserved
261|PHX|2015-3-18|72|62|81|54|77|36|94|1954|2007|0.02|0.03|0.25|reserved1|reserved2|reserved
262|PHX|2015-3-19|65|60|70|54|78|34|92|1898|2004|0.01|0.04|0.54|reserved1|reserved2|reserved
263|PHX|2015-3-20|71|61|81|54|78|35|95|1898|2004|0.00|0.03|0.86|reserved1|reserved2|reserved
264|PHX|2015-3-21|73|60|85|54|78|35|97|1955|2004|0.00|0.02|0.27|reserved1|reserved2|reserved
265|PHX|2015-3-22|75|60|89|55|78|32|94|1897|1990|0.00|0.03|0.81|reserved1|reserved2|reserved
266|PHX|2015-3-23|75|61|88|55|79|31|93|1897|1990|0.00|0.03|0.52|reserved1|reserved2|reserved
267|PHX|2015-3-24|73|59|86|55|79|36|94|1949|1990|0.00|0.03|0.40|reserved1|reserved2|reserved
268|PHX|2015-3-25|75|62|88|55|79|34|93|1929|1990|0.00|0.02|0.64|reserved1|reserved2|reserved
269|PHX|2015-3-26|77|64|89|55|79|35|100|1913|1988|0.00|0.03|1.19|reserved1|reserved2|reserved
270|PHX|2015-3-27|79|63|95|55|80|33|98|1898|1986|0.00|0.02|0.65|reserved1|reserved2|reserved
271|PHX|2015-3-28|80|64|95|56|80|34|95|1898|1986|0.00|0.02|0.91|reserved1|reserved2|reserved
272|PHX|2015-3-29|81|65|97|56|80|36|97|1907|2015|0.00|0.02|0.42|reserved1|reserved2|reserved
273|PHX|2015-3-30|83|70|96|56|81|38|97|1898|2004|0.00|0.02|0.14|reserved1|reserved2|reserved
274|PHX|2015-3-31|82|68|95|56|81|32|95|1897|2015|0.00|0.02|0.27|reserved1|reserved2|reserved
275|PHX|2015-4-1|79|67|91|56|81|37|100|1904|2011|0.00|0.02|0.46|reserved1|reserved2|reserved
276|PHX|2015-4-2|76|64|87|57|81|37|98|1917|1943|0.00|0.01|0.68|reserved1|reserved2|reserved
277|PHX|2015-4-3|73|60|86|57|82|38|97|1906|1943|0.00|0.02|0.69|reserved1|reserved2|reserved
278|PHX|2015-4-4|76|62|89|57|82|39|98|1955|1961|0.00|0.02|0.43|reserved1|reserved2|reserved
279|PHX|2015-4-5|75|61|89|57|82|37|98|1921|1989|0.00|0.01|1.30|reserved1|reserved2|reserved
280|PHX|2015-4-6|74|61|86|57|82|38|102|1909|1989|0.00|0.02|0.56|reserved1|reserved2|reserved
281|PHX|2015-4-7|71|58|84|58|83|38|104|1922|1989|0.00|0.02|0.19|reserved1|reserved2|reserved
282|PHX|2015-4-8|70|61|78|58|83|39|104|1929|1989|0.00|0.01|0.99|reserved1|reserved2|reserved
283|PHX|2015-4-9|69|54|83|58|83|40|102|1953|1989|0.00|0.02|0.36|reserved1|reserved2|reserved
284|PHX|2015-4-10|72|57|87|58|84|35|100|1922|1989|0.00|0.01|0.83|reserved1|reserved2|reserved
285|PHX|2015-4-11|73|60|86|59|84|39|98|1979|1989|0.00|0.01|1.05|reserved1|reserved2|reserved
286|PHX|2015-4-12|76|65|86|59|84|40|99|1967|1936|0.00|0.01|0.27|reserved1|reserved2|reserved
287|PHX|2015-4-13|77|63|90|59|84|39|99|1927|1962|0.00|0.01|0.16|reserved1|reserved2|reserved
288|PHX|2015-4-14|81|67|94|60|85|40|103|1945|1925|0.00|0.01|0.38|reserved1|reserved2|reserved
289|PHX|2015-4-15|75|65|84|60|85|40|101|1970|1962|0.00|0.00|0.30|reserved1|reserved2|reserved
290|PHX|2015-4-16|66|56|75|60|85|40|101|1924|1984|0.00|0.01|0.67|reserved1|reserved2|reserved
291|PHX|2015-4-17|69|55|82|61|86|38|100|1924|1987|0.00|0.01|0.45|reserved1|reserved2|reserved
292|PHX|2015-4-18|75|59|90|61|86|38|100|1896|1962|0.00|0.00|0.21|reserved1|reserved2|reserved
293|PHX|2015-4-19|77|62|92|61|86|37|103|1968|1989|0.00|0.01|0.82|reserved1|reserved2|reserved
294|PHX|2015-4-20|79|65|93|61|87|38|105|1933|1989|0.00|0.01|0.41|reserved1|reserved2|reserved
295|PHX|2015-4-21|78|65|91|62|87|42|103|1967|1989|0.00|0.00|0.44|reserved1|reserved2|reserved
296|PHX|2015-4-22|77|65|89|62|87|39|105|1904|2012|0.00|0.01|0.90|reserved1|reserved2|reserved
297|PHX|2015-4-23|73|62|83|62|87|40|103|1923|2012|0.00|0.00|0.57|reserved1|reserved2|reserved
298|PHX|2015-4-24|70|62|78|63|88|41|99|1923|1987|0.02|0.00|0.17|reserved1|reserved2|reserved
299|PHX|2015-4-25|69|56|81|63|88|41|102|1964|1898|0.02|0.01|0.33|reserved1|reserved2|reserved
300|PHX|2015-4-26|65|54|75|63|88|42|101|1964|1992|0.14|0.00|0.20|reserved1|reserved2|reserved
301|PHX|2015-4-27|72|57|87|64|89|45|104|1963|1992|0.00|0.01|0.34|reserved1|reserved2|reserved
302|PHX|2015-4-28|81|68|93|64|89|45|104|1896|1992|0.00|0.00|0.65|reserved1|reserved2|reserved
303|PHX|2015-4-29|84|71|96|64|89|43|105|1970|1992|0.00|0.01|0.22|reserved1|reserved2|reserved
304|PHX|2015-4-30|85|70|99|65|90|39|102|1967|1943|0.00|0.00|0.17|reserved1|reserved2|reserved
305|PHX|2015-5-1|86|70|101|65|90|42|103|1915|1985|0.00|0.00|0.27|reserved1|reserved2|reserved
306|PHX|2015-5-2|85|72|98|65|90|40|107|1967|1947|0.00|0.01|0.47|reserved1|reserved2|reserved
307|PHX|2015-5-3|86|75|96|66|91|39|109|1899|1947|0.00|0.00|0.09|reserved1|reserved2|reserved
308|PHX|2015-5-4|75|65|85|66|91|45|106|1899|1947|0.24|0.01|0.91|reserved1|reserved2|reserved
309|PHX|2015-5-5|77|67|86|66|91|45|105|1964|1989|0.00|0.00|0.46|reserved1|reserved2|reserved
310|PHX|2015-5-6|80|69|90|67|92|44|105|1964|1947|0.00|0.00|0.12|reserved1|reserved2|reserved
311|PHX|2015-5-7|76|65|86|67|92|45|108|1896|1989|0.00|0.01|0.15|reserved1|reserved2|reserved
312|PHX|2015-5-8|68|61|75|67|92|40|110|1965|1989|0.0|0.00|0.12|reserved1|reserved2|reserved
313|PHX|2015-5-9|67|57|77|68|93|45|108|1950|1934|0.00|0.00|0.46|reserved1|reserved2|reserved
314|PHX|2015-5-10|75|61|89|68|93|46|111|1930|1934|0.00|0.01|0.78|reserved1|reserved2|reserved
315|PHX|2015-5-11|82|67|96|68|93|43|110|1905|1934|0.00|0.00|0.17|reserved1|reserved2|reserved
316|PHX|2015-5-12|81|70|91|68|94|48|109|1905|1996|0.00|0.01|0.22|reserved1|reserved2|reserved
317|PHX|2015-5-13|80|69|91|69|94|48|108|1962|1978|0.00|0.00|0.08|reserved1|reserved2|reserved
318|PHX|2015-5-14|79|70|87|69|94|50|107|1907|1927|0.00|0.00|0.21|reserved1|reserved2|reserved
319|PHX|2015-5-15|67|57|76|69|95|50|107|1968|1937|0.93|0.01|0.93|reserved1|reserved2|reserved
320|PHX|2015-5-16|66|57|75|70|95|49|106|1955|1997|0.0|0.00|0.08|reserved1|reserved2|reserved
321|PHX|2015-5-17|75|64|86|70|95|49|108|1943|1970|0.00|0.01|0.09|reserved1|reserved2|reserved
322|PHX|2015-5-18|78|65|90|70|95|44|107|1903|1970|0.00|0.00|0.06|reserved1|reserved2|reserved
323|PHX|2015-5-19|76|65|87|70|96|48|110|1903|2008|0.00|0.00|0.23|reserved1|reserved2|reserved
324|PHX|2015-5-20|80|67|93|71|96|49|108|1902|2008|0.00|0.01|0.73|reserved1|reserved2|reserved
325|PHX|2015-5-21|82|72|91|71|96|48|109|1902|2005|0.00|0.00|0.42|reserved1|reserved2|reserved
326|PHX|2015-5-22|74|66|82|71|97|48|109|1962|2000|0.00|0.00|0.28|reserved1|reserved2|reserved
327|PHX|2015-5-23|74|64|83|71|97|49|109|1965|2001|0.00|0.01|0.12|reserved1|reserved2|reserved
328|PHX|2015-5-24|76|66|85|72|97|52|109|1944|1983|0.00|0.00|0.34|reserved1|reserved2|reserved
329|PHX|2015-5-25|80|67|92|72|98|48|108|1965|2001|0.00|0.00|0.05|reserved1|reserved2|reserved
330|PHX|2015-5-26|84|71|96|72|98|48|112|1916|1951|0.00|0.01|0.14|reserved1|reserved2|reserved
331|PHX|2015-5-27|85|73|97|72|98|48|111|1917|1951|0.00|0.00|0.05|reserved1|reserved2|reserved
332|PHX|2015-5-28|85|71|98|73|99|53|113|1929|1983|0.00|0.00|0.27|reserved1|reserved2|reserved
333|PHX|2015-5-29|88|73|103|73|99|50|112|1918|1910|0.00|0.00|0.08|reserved1|reserved2|reserved
334|PHX|2015-5-30|90|74|105|73|99|51|114|1918|1910|0.00|0.01|0.01|reserved1|reserved2|reserved
335|PHX|2015-5-31|93|78|107|73|100|54|109|1918|2001|0.00|0.00|0.10|reserved1|reserved2|reserved
336|PHX|2015-6-1|92|78|105|74|100|50|111|1917|2012|0.00|0.00|0.02|reserved1|reserved2|reserved
337|PHX|2015-6-2|90|76|104|74|100|53|110|1917|1977|0.00|0.00|0.14|reserved1|reserved2|reserved
338|PHX|2015-6-3|88|74|102|74|101|51|112|1965|2006|0.00|0.00|0.41|reserved1|reserved2|reserved
339|PHX|2015-6-4|85|73|97|75|101|49|113|1908|1990|0.00|0.00|0.16|reserved1|reserved2|reserved
340|PHX|2015-6-5|81|72|90|75|101|55|112|1932|1990|0.16|0.00|0.16|reserved1|reserved2|reserved
341|PHX|2015-6-6|85|73|97|75|102|58|110|1967|2002|0.03|0.00|0.11|reserved1|reserved2|reserved
342|PHX|2015-6-7|86|71|100|75|102|56|115|1963|1985|0.00|0.00|0.06|reserved1|reserved2|reserved
343|PHX|2015-6-8|92|78|105|76|102|55|115|1950|1985|0.00|0.00|0.15|reserved1|reserved2|reserved
344|PHX|2015-6-9|89|83|95|76|103|54|114|1907|1985|0.0|0.00|0.07|reserved1|reserved2|reserved
345|PHX|2015-6-10|88|80|95|76|103|55|111|1965|1978|0.0|0.00|0.26|reserved1|reserved2|reserved
346|PHX|2015-6-11|91|82|100|76|103|55|114|1913|1918|0.00|0.00|0.02|reserved1|reserved2|reserved
347|PHX|2015-6-12|91|78|104|77|103|59|112|1913|1974|0.00|0.00|0.92|reserved1|reserved2|reserved
348|PHX|2015-6-13|93|80|105|77|104|59|114|1917|1936|0.00|0.00|0.04|reserved1|reserved2|reserved
349|PHX|2015-6-14|95|83|107|77|104|56|115|1922|1974|0.00|0.00|0.02|reserved1|reserved2|reserved
350|PHX|2015-6-15|99|86|112|78|104|54|115|1907|1974|0.00|0.00|0.08|reserved1|reserved2|reserved
351|PHX|2015-6-16|99|85|112|78|104|54|115|1907|1974|0.00|0.00|0.01|reserved1|reserved2|reserved
352|PHX|2015-6-17|100|86|114|78|105|54|114|1965|1896|0.00|0.00|0.19|reserved1|reserved2|reserved
353|PHX|2015-6-18|101|86|115|78|105|54|115|1921|1989|0.00|0.01|0.25|reserved1|reserved2|reserved
354|PHX|2015-6-19|100|85|114|79|105|61|115|1965|1968|0.00|0.00|0.19|reserved1|reserved2|reserved
355|PHX|2015-6-20|96|80|112|79|105|61|115|1964|1968|0.00|0.00|0.15|reserved1|reserved2|reserved
356|PHX|2015-6-21|99|88|109|79|105|57|115|1923|1968|0.00|0.00|0.27|reserved1|reserved2|reserved
357|PHX|2015-6-22|97|85|109|80|106|56|116|1965|1988|0.00|0.00|1.37|reserved1|reserved2|reserved
358|PHX|2015-6-23|99|87|111|80|106|61|116|1923|1974|0.00|0.00|0.84|reserved1|reserved2|reserved
359|PHX|2015-6-24|100|87|112|80|106|62|118|1945|1929|0.00|0.00|0.26|reserved1|reserved2|reserved
360|PHX|2015-6-25|100|90|110|80|106|60|120|1965|1990|0.00|0.00|0.34|reserved1|reserved2|reserved
361|PHX|2015-6-26|98|89|107|81|106|62|122|1963|1990|0.00|0.00|0.07|reserved1|reserved2|reserved
362|PHX|2015-6-27|99|90|108|81|106|55|118|1965|1990|0.01|0.00|0.04|reserved1|reserved2|reserved
363|PHX|2015-6-28|99|87|110|81|106|59|118|1965|1990|0.00|0.01|0.26|reserved1|reserved2|reserved
364|PHX|2015-6-29|98|86|110|81|107|59|119|1913|2013|0.05|0.00|0.09|reserved1|reserved2|reserved
365|PHX|2015-6-30|96|85|107|82|107|64|115|1913|1950|0.00|0.00|0.21|reserved1|reserved2|reserved
